index,shape-type,vertex-index,axis-0,axis-1,axis-2
299,line,0,73.0,953.6758,2865.2131
299,line,1,73.0,1893.5159,3109.4646
300,line,0,73.0,932.43646,2902.3818
300,line,1,73.0,284.6377,2897.072
301,line,0,73.0,1819.1774,3130.7043
301,line,1,73.0,794.38086,3300.6206
302,line,0,73.0,704.11395,2493.5254
302,line,1,73.0,1357.2227,3497.0825
303,line,0,73.0,2105.908,2626.271
303,line,1,73.0,2063.4294,3045.7466
304,line,0,74.0,1744.8398,1558.996
304,line,1,74.0,1208.5472,1601.4745
305,line,0,74.0,2074.049,1755.4595
305,line,1,74.0,2594.4114,1819.1774
306,line,0,74.0,2079.359,2159.0063
306,line,1,74.0,2397.9478,2759.0164
307,line,0,75.0,2020.9508,523.57983
307,line,1,75.0,1612.0951,1606.7845
308,line,0,75.0,1628.0237,1590.8549
308,line,1,75.0,1617.404,2105.9082
309,line,0,75.0,1426.2502,1978.4722
309,line,1,75.0,1139.5198,2291.752
310,line,0,75.0,1022.7035,2833.3542
310,line,1,75.0,1022.7035,3560.8
311,line,0,75.0,4001.5159,3024.508
311,line,1,75.0,3353.7173,3024.508
312,line,0,75.0,3613.8987,3066.9866
312,line,1,75.0,3858.1501,3481.152
313,line,0,76.0,3040.4375,1877.5854
313,line,1,76.0,2196.175,2031.5717
314,line,0,76.0,2737.7773,1787.3185
314,line,1,76.0,2238.6548,1904.1344
315,line,0,76.0,1824.4872,1489.9681
315,line,1,76.0,2371.399,1840.4163
316,line,0,76.0,2265.203,2095.2883
316,line,1,76.0,2599.722,2509.4539
317,line,0,76.0,927.12665,1994.4017
317,line,1,76.0,879.3379,2551.934
318,line,0,77.0,1893.515,566.0585
318,line,1,77.0,2774.946,698.8048
319,line,0,77.0,2817.4248,725.3532
319,line,1,77.0,3359.0266,969.60486
320,line,0,77.0,1474.0387,2833.3542
320,line,1,77.0,2583.7915,3401.5051
321,line,0,77.0,3757.264,3422.7449
321,line,1,77.0,4017.4456,4091.7825
322,line,0,77.0,4043.9946,2143.077
322,line,1,77.0,3613.8975,2228.034
